ph,Solids,Chloramines,Sulfate,Trihalomethanes,Turbidity,Potability
8.48,715.4,8.92,264.77,182.89,2.85,0
9.67,851.69,8.25,208.41,132.02,3.77,0
8.4,0.0,7.24,42.67,207.74,2.72,0
6.22,916.45,7.35,451.94,189.2,4.84,0
5.54,592.87,5.79,37.88,29.69,13.23,0
9.42,703.07,4.0,321.28,30.73,19.74,0
10.24,859.3,11.77,254.91,47.26,19.71,0
10.18,675.25,10.58,411.36,89.53,10.09,0
8.91,447.25,10.73,276.42,37.5,8.22,0
5.86,841.08,4.11,31.24,56.46,5.91,0
4.9,590.67,3.36,475.11,21.7,15.59,0
8.46,272.16,4.39,433.32,9.36,15.43,0
4.52,599.27,7.04,281.9,28.71,17.9,1
8.83,360.39,5.68,565.92,69.03,13.77,0
10.3,230.77,3.88,433.49,89.73,5.31,1
4.93,953.82,5.97,234.39,8.14,10.6,0
6.18,683.35,3.74,221.17,30.94,18.65,0
10.98,196.9,4.23,5.6,73.4,18.4,0
4.41,130.78,7.39,388.95,34.81,17.2,0
6.12,201.2,6.99,344.17,51.08,19.05,0
6.23,328.75,8.52,53.47,26.62,7.82,0
9.03,43.41,9.24,259.72,113.21,8.93,0
4.24,927.35,4.01,51.09,103.92,8.7,0
10.89,662.93,5.96,140.77,58.26,13.59,0
4.59,920.98,2.91,781.69,182.64,0.0,0
4.26,778.89,2.32,586.1,158.9,1.31,0
5.85,788.51,0.48,657.96,211.07,1.97,0
10.22,264.4,0.28,1023.76,198.93,2.6,0
5.04,778.55,2.64,949.09,160.03,3.1,0
10.1,629.17,0.35,1092.67,207.93,3.33,0
8.81,1051.29,1.9,1174.35,235.66,1.18,0
4.11,698.82,0.0,1144.02,149.02,0.87,0
10.22,833.53,1.94,749.81,154.74,1.81,0
10.11,292.8,0.13,1092.21,154.94,4.24,0
9.62,503.48,1.44,1072.26,99.72,0.61,0
6.74,402.03,1.46,1188.23,250.34,3.71,0
5.95,801.6,0.0,940.37,201.62,4.88,0
6.3,581.2,3.18,989.45,188.71,0.52,0
4.87,727.21,2.04,793.66,147.57,1.06,0
9.4,862.31,2.98,1114.6,169.37,2.64,0
9.42,973.62,0.92,836.27,124.93,3.78,0
4.65,934.16,1.77,497.04,120.33,2.52,0
5.85,1134.49,2.06,705.47,167.95,1.72,1
4.13,290.58,2.43,580.28,199.73,2.7,0
4.53,219.0,0.72,549.45,10.28,18.98,0
9.27,93.61,0.88,817.95,29.25,10.11,1
4.54,467.41,1.95,942.49,41.28,12.93,0
6.33,134.78,1.48,1130.79,12.3,7.11,0
10.48,846.03,3.16,742.28,91.88,10.51,0
8.34,258.89,1.49,1185.17,8.56,15.17,0
10.52,555.83,1.61,466.72,92.22,19.29,0
9.45,243.0,1.16,900.39,57.54,10.91,0
5.95,922.37,0.67,593.25,14.07,5.42,0
3.97,412.11,1.2,583.46,13.47,13.11,0
4.82,459.77,0.94,509.93,11.48,14.43,0
3.98,707.8,2.24,965.06,45.38,12.72,0
5.69,381.02,0.42,939.54,68.92,6.71,0
5.09,260.53,0.0,1176.08,10.17,19.43,0
4.56,84.65,0.29,557.79,46.65,12.86,0
8.98,900.7,1.21,955.38,30.04,6.83,0
6.07,159.54,0.56,583.48,43.27,13.75,0
6.27,925.67,2.47,978.98,0.0,18.79,0
5.62,475.02,1.95,484.08,57.76,7.63,0
11.08,430.0,2.62,969.86,37.32,10.16,0
4.14,121.73,1.11,229.9,189.5,7.95,0
5.81,1080.79,0.9,379.65,222.46,13.3,0
4.64,923.86,1.87,118.69,188.15,6.93,0
8.78,958.99,2.4,74.75,174.32,12.23,0
5.98,361.12,3.13,0.0,177.11,7.9,0
9.77,80.22,2.32,212.65,225.38,17.91,0
9.46,762.75,2.04,478.47,204.38,19.79,0
8.36,725.73,1.43,193.35,216.37,15.29,0
10.23,71.58,2.83,421.06,234.49,7.92,0
5.57,687.8,2.17,129.37,234.99,17.41,1
10.89,754.96,2.38,335.51,197.76,9.96,0
9.92,420.85,1.06,507.19,164.55,7.76,0
8.16,734.76,1.41,522.9,232.79,7.73,0
6.64,185.55,2.11,390.69,206.06,6.18,0
5.33,190.96,0.08,123.35,229.64,5.85,0
10.41,211.52,2.71,51.53,145.54,10.64,0
9.97,363.05,0.92,543.24,218.53,7.15,0
9.05,477.15,1.9,0.0,214.82,17.39,0
10.95,1216.35,2.26,31.29,226.93,9.1,0
5.36,844.76,2.89,496.83,169.53,8.12,0
7.09,3445.3,5.14,844.52,23.84,0.89,0
6.56,3070.59,10.99,714.51,26.86,4.48,0
7.3,2581.1,8.27,1102.77,26.26,3.6,0
7.23,1483.83,3.58,1122.38,80.44,3.8,0
8.24,3328.18,3.84,625.86,27.99,2.57,1
7.73,3190.44,10.84,929.57,0.0,0.93,0
6.99,2265.97,7.79,791.52,8.52,0.0,0
6.94,1984.69,2.83,1026.82,78.26,5.31,0
7.16,2204.02,9.02,1201.76,19.06,0.52,0
7.83,3815.89,10.23,681.78,46.15,2.17,1
6.99,3960.84,5.79,889.65,88.26,0.98,1
6.46,2051.76,8.37,802.62,49.64,2.92,0
7.2,2469.71,9.39,499.15,12.34,2.51,0
7.53,3383.24,3.07,646.18,64.64,4.0,0
6.7,3048.77,11.39,1148.29,43.61,3.07,0
8.62,2744.97,8.24,545.76,86.8,3.32,0
7.64,1312.62,6.21,757.75,70.11,2.58,0
6.66,2991.4,11.86,633.84,20.47,1.21,0
7.02,2476.53,4.64,791.2,88.6,2.72,0
7.5,2284.31,8.16,987.12,71.12,3.78,0
8.06,2082.15,7.92,314.14,108.85,2.6,0
8.22,1265.29,8.69,456.34,195.73,2.71,0
6.7,3774.31,8.36,132.75,225.77,4.23,0
8.62,3018.83,7.8,132.12,182.8,3.15,0
7.36,2701.39,11.78,343.25,249.04,4.63,0
7.07,3685.31,6.32,160.12,114.18,2.22,0
7.24,2758.3,9.49,282.13,213.64,2.74,0
7.19,1587.51,3.68,230.58,113.65,0.26,0
7.08,2824.31,9.89,467.15,99.02,2.48,0
8.09,2196.86,5.49,201.09,152.9,2.31,0
7.86,1934.6,8.44,94.52,170.8,1.86,0
8.42,2523.43,11.81,465.82,222.51,1.23,0
8.25,2484.01,5.09,296.92,118.42,2.71,0
7.53,2314.12,11.92,389.0,182.64,0.92,1
7.75,2105.57,5.18,349.3,184.51,2.11,0
7.97,3116.23,7.64,51.58,182.47,0.83,0
8.03,1079.33,4.36,440.82,200.67,4.6,0
6.87,2111.67,9.75,144.99,174.38,0.96,0
7.94,3251.69,8.32,98.39,150.5,4.56,0
7.24,1672.88,4.13,579.38,216.92,1.75,0
7.34,2166.48,7.57,291.02,0.0,14.84,0
6.26,2918.4,10.74,70.9,8.77,6.29,0
7.0,2250.27,6.47,140.41,21.38,10.66,1
8.16,2242.46,10.1,117.1,39.03,15.39,0
7.81,3364.12,4.61,133.88,40.35,14.43,0
7.95,1988.66,8.58,415.18,25.97,8.47,0
6.95,2039.6,7.5,379.74,58.01,11.18,0
7.41,3786.17,7.42,51.86,63.92,11.06,0
7.91,1327.92,7.6,493.85,47.69,20.41,0
8.71,1665.44,9.42,198.87,32.59,17.28,0
6.65,1043.88,5.72,356.23,59.94,13.64,0
6.51,2231.26,9.53,1.05,52.02,16.62,0
8.43,1489.06,8.42,254.73,20.27,17.93,0
8.16,1660.72,5.29,97.62,30.98,18.23,0
7.14,2154.32,6.36,160.07,67.32,13.59,0
6.95,3701.95,3.35,7.36,74.06,15.57,0
7.07,1345.13,10.87,65.2,87.23,17.9,0
7.33,2165.7,5.52,407.74,37.51,13.02,0
7.87,2976.42,8.36,191.34,17.59,15.32,0
8.66,1242.18,8.26,117.56,32.11,6.52,0
7.33,2778.35,0.2,932.63,105.11,3.54,0
7.25,3367.87,1.08,841.66,170.96,0.12,0
8.01,2895.0,0.76,909.73,168.32,2.73,0
8.03,2716.23,1.02,1083.33,169.9,4.71,0
8.15,3612.04,2.98,721.71,110.93,3.86,0
6.99,3188.05,0.8,586.4,149.08,1.47,0
6.8,1567.05,0.44,907.62,178.75,3.64,0
6.52,1702.29,0.76,944.98,132.73,0.33,1
8.1,3698.59,2.62,652.21,191.26,2.85,0
6.54,1352.53,2.35,604.48,201.62,0.45,0
6.91,2254.53,1.23,931.5,177.74,2.16,0
8.57,1240.49,1.81,997.73,133.0,1.23,0
8.41,4043.23,1.95,880.14,211.59,0.27,0
8.23,3005.72,1.57,1095.7,165.33,0.01,0
7.78,1192.12,2.92,849.57,214.54,2.2,0
7.1,1064.94,2.41,1210.52,186.82,2.18,0
7.78,2652.91,2.49,840.09,193.48,4.21,0
6.57,3174.97,2.43,1075.6,214.9,2.18,0
7.37,3759.04,2.71,962.28,211.79,1.67,0
8.36,980.08,0.6,850.64,213.67,0.31,0
7.91,2475.54,2.62,1029.65,10.17,19.4,1
8.46,2441.9,1.72,799.76,34.26,19.29,0
6.97,2875.64,2.61,1024.51,7.04,16.61,1
7.29,3989.98,2.36,674.62,12.72,7.07,0
7.66,1533.99,0.0,523.62,52.46,18.91,0
8.15,1615.65,1.91,1160.65,59.28,15.39,0
7.05,1774.59,1.42,551.86,70.03,11.17,0
6.67,3298.32,1.13,966.42,95.8,11.19,1
8.22,1481.49,0.91,1034.81,40.42,15.89,0
6.97,3350.22,2.17,572.45,81.45,17.47,0
8.72,1005.35,0.81,1046.45,29.77,6.64,0
7.43,1596.36,0.41,1261.39,20.74,14.86,0
7.48,2299.8,0.16,883.19,54.21,4.83,0
7.54,1715.88,2.27,734.52,92.91,7.88,0
7.78,2478.04,1.47,966.14,103.52,6.95,0
7.99,2072.12,0.0,854.57,87.09,14.58,0
8.57,2487.15,1.45,537.22,22.84,11.1,0
8.13,1375.26,0.07,1251.04,80.81,18.11,0
7.8,3627.07,3.32,930.22,75.36,10.7,0
7.88,3419.44,2.4,963.38,111.52,13.67,0
6.59,1583.81,0.35,391.62,206.98,18.29,0
7.13,1691.4,1.06,506.06,91.21,15.64,0
7.68,1186.18,2.99,440.03,224.9,7.41,0
7.5,3122.78,0.49,40.01,119.47,12.19,0
7.96,1773.65,0.81,307.86,191.81,17.44,0
7.31,1876.55,1.22,73.05,132.28,16.91,0
7.18,1264.43,2.02,411.04,138.4,15.8,0
8.08,2261.99,2.44,188.19,181.99,12.93,0
7.76,1495.01,2.38,153.14,228.04,12.36,0
7.15,1369.14,2.2,364.99,148.07,16.72,0
7.02,1545.6,0.13,313.12,206.06,17.83,0
8.73,3562.08,0.64,294.4,215.74,11.69,0
8.34,2179.45,3.0,0.0,180.42,17.94,0
7.55,2384.06,2.92,335.47,127.94,7.95,0
7.77,1974.7,2.72,329.49,175.63,5.64,0
6.65,1576.13,3.15,133.67,144.37,14.16,0
8.19,2263.3,0.0,502.68,103.99,7.8,0
7.25,1715.5,3.38,80.45,242.26,10.15,0
6.54,1141.52,2.21,432.94,111.38,9.04,0
6.79,2409.02,2.37,493.79,129.28,8.28,0
7.16,222.41,10.8,678.64,165.79,3.94,0
8.29,597.05,7.86,563.77,150.38,2.67,0
7.2,292.59,8.06,985.39,215.28,3.51,0
7.96,1089.72,7.61,985.45,177.24,2.88,0
8.14,161.46,12.06,490.43,175.8,0.99,0
6.94,840.46,8.44,689.21,102.94,3.85,0
7.91,305.09,9.25,937.9,136.45,3.36,0
6.93,222.76,9.29,1091.47,229.84,0.71,0
7.53,379.72,6.53,1218.15,241.05,0.97,0
7.15,1085.37,4.75,498.09,117.68,3.99,0
8.75,620.87,9.04,1181.73,125.68,1.18,0
7.26,329.31,3.17,561.11,111.48,3.76,0
8.43,700.19,5.3,644.61,137.35,1.81,0
7.92,546.75,5.36,651.33,113.15,3.59,0
7.32,852.22,3.86,1032.28,164.41,1.57,0
7.87,700.95,9.54,923.96,180.18,0.0,0
8.12,1063.29,9.16,1014.55,173.72,3.49,0
8.38,0.0,8.23,821.57,151.74,5.73,0
7.54,862.45,5.09,950.39,192.0,3.49,0
8.05,381.86,7.2,1050.98,188.65,0.91,0
8.28,170.04,8.85,733.72,32.4,7.37,0
8.49,269.91,8.62,849.08,93.22,6.92,0
7.23,541.21,7.79,819.55,79.28,18.55,0
7.13,331.5,10.45,1082.09,105.83,5.19,0
6.58,490.7,9.26,1073.78,25.68,7.25,0
7.65,808.9,10.85,595.73,77.65,17.31,0
7.53,567.42,5.74,922.69,93.06,17.58,0
8.28,1039.45,5.62,1208.89,60.11,7.78,1
6.82,281.28,7.88,1007.39,59.99,11.64,0
7.33,487.86,4.09,498.62,18.44,14.23,0
6.62,280.85,7.12,540.05,71.66,11.82,0
7.25,871.55,10.2,529.82,98.22,10.99,0
7.84,971.87,6.31,1179.44,44.81,12.41,0
6.94,192.32,7.7,579.51,62.85,15.71,0
7.09,690.13,10.33,1149.54,64.09,6.33,0
7.56,984.29,8.48,1117.17,69.1,15.33,0
7.99,673.75,9.0,1135.04,54.78,11.88,0
7.52,797.13,4.79,526.34,0.0,10.83,0
7.78,278.53,8.45,1038.32,88.88,17.38,0
7.25,942.61,7.11,705.6,19.07,13.31,0
8.6,144.55,4.66,481.38,202.36,9.3,0
7.9,215.96,7.37,218.48,195.61,15.74,0
8.06,342.3,4.16,197.34,230.23,10.44,0
7.9,0.0,6.83,120.61,162.44,6.74,0
8.5,102.13,11.84,39.35,223.07,6.22,0
7.09,948.18,3.21,0.0,119.29,8.42,0
7.44,469.14,5.63,105.46,180.09,14.76,0
7.15,457.13,4.79,175.57,210.78,18.89,0
7.87,314.45,7.44,361.69,204.96,18.48,0
8.46,44.07,6.93,34.61,243.02,12.66,0
6.62,1168.83,10.83,117.73,176.59,19.74,0
8.03,822.22,10.92,133.51,219.21,14.27,0
7.53,224.57,10.62,556.99,235.69,20.03,0
7.87,118.89,8.5,220.18,236.52,19.2,0
7.77,998.99,4.15,426.22,196.13,10.32,0
8.06,823.07,7.08,455.48,186.97,16.73,0
7.99,746.54,7.64,68.97,127.24,15.34,0
6.68,716.7,2.8,68.1,226.51,19.81,0
8.17,538.36,5.49,158.92,213.05,19.19,1
7.87,626.69,10.43,95.7,124.52,9.41,0
7.94,47.45,2.71,678.77,186.78,5.98,0
7.53,368.45,0.59,1122.4,166.51,16.44,0
8.31,603.53,2.23,866.96,186.0,8.99,0
7.45,40.11,0.29,942.9,176.13,11.72,0
7.96,1166.82,1.45,617.37,200.33,9.18,0
7.94,736.11,0.72,541.04,126.7,8.16,0
7.73,443.33,2.09,538.07,215.01,14.99,0
7.56,841.65,2.07,1241.02,149.03,15.35,0
7.49,185.6,0.91,889.4,138.96,7.75,1
7.4,958.57,0.85,809.15,203.7,6.9,0
8.2,791.36,1.4,1118.8,166.97,10.91,0
7.78,303.21,3.25,586.18,234.39,13.59,0
6.97,227.32,1.97,757.18,224.05,15.01,0
6.52,430.56,2.46,1163.5,234.66,20.45,0
6.93,0.0,2.45,942.31,237.07,12.01,0
8.17,873.56,0.37,843.22,212.74,13.1,0
7.09,231.13,1.97,624.68,132.29,17.85,0
8.3,345.93,1.77,1084.2,117.27,10.22,0
7.78,378.21,1.76,746.56,220.64,16.86,0
7.56,404.83,2.28,840.66,183.2,16.47,0
